"iso","data_year","perurb"
"AGO",2021,0.674598203058645
"AGO",2022,0.68080643067503
"AGO",2023,0.686875610615148
"AGO",2024,0.692805471269511
"AGO",2025,0.698595969192538
"AGO",2026,0.70424711848983
"AGO",2027,0.709759136303076
"AGO",2028,0.715132290262331
"AGO",2029,0.720366953960024
"AGO",2030,0.725463576204856
"AGO",2031,0.73042266682603
"AGO",2032,0.735244699677422
"AGO",2033,0.739930157793359
"AGO",2034,0.744479463296627
"AGO",2035,0.748892883953009
"AGO",2036,0.753170485367151
"AGO",2037,0.757311877330837
"AGO",2038,0.76131602458558
"AGO",2039,0.765180239100221
"AGO",2040,0.768897322523677
"AGO",2041,0.772583232606166
"AGO",2042,0.776227474803055
"AGO",2043,0.779829944972925
"AGO",2044,0.783390622826959
"AGO",2045,0.78690942799455
"AGO",2046,0.790386382179824
"AGO",2047,0.793821469635337
"AGO",2048,0.797214699543802
"AGO",2049,0.800566106324144
"AGO",2050,0.803875764597539
"ALB",1950,0.205280507673527
"ALB",1951,0.215031180655178
"ALB",1952,0.227684449911822
"ALB",1953,0.240817625411784
"ALB",1954,0.254477256851291
"ALB",1955,0.268638069818376
"ALB",1956,0.27884111250239
"ALB",1957,0.285734950328267
"ALB",1958,0.292738828243765
"ALB",1959,0.299843120862407
"ALB",1960,0.307054892986548
"ALB",1961,0.30943175751824
"ALB",1962,0.310147533096538
"ALB",1963,0.310863686475655
"ALB",1964,0.311581786218542
"ALB",1965,0.31229903091832
"ALB",1966,0.313017607179437
"ALB",1967,0.313737527474204
"ALB",1968,0.314459500544372
"ALB",1969,0.31547879578197
"ALB",1970,0.317403345488092
"ALB",1971,0.319334161355292
"ALB",1972,0.321273788247989
"ALB",1973,0.323214236928573
"ALB",1974,0.325163464510573
"ALB",1975,0.327118660235092
"ALB",1976,0.329082965959187
"ALB",1977,0.331047408287633
"ALB",1978,0.333020977117639
"ALB",1979,0.33500007234551
"ALB",1980,0.337617795355058
"ALB",1981,0.340238413733778
"ALB",1982,0.342872431153737
"ALB",1983,0.345516325760987
"ALB",1984,0.348173347596768
"ALB",1985,0.350832446293951
"ALB",1986,0.35350461212355
"ALB",1987,0.356185620516343
"ALB",1988,0.358879873333903
"ALB",1989,0.361575409324157
"ALB",1990,0.364283332937167
"ALB",1991,0.36699994596131
"ALB",1992,0.372487762248012
"ALB",1993,0.377993298810534
"ALB",1994,0.383538469621202
"ALB",1995,0.389113848102961
"ALB",1996,0.394726068064839
"ALB",1997,0.400350658138706
"ALB",1998,0.406009293891697
"ALB",1999,0.411693375478563
"ALB",2000,0.417408559339135
"ALB",2001,0.424347170517114
"ALB",2002,0.435007176913071
"ALB",2003,0.445727666782921
"ALB",2004,0.456513395057763
"ALB",2005,0.467310604547511
"ALB",2006,0.478153481073269
"ALB",2007,0.489016692642995
"ALB",2008,0.499905570536135
"ALB",2009,0.510764235216286
"ALB",2010,0.52162794058884
"ALB",2011,0.53247132651942
"ALB",2012,0.543298907994037
"ALB",2013,0.553872622541177
"ALB",2014,0.564228672184608
"ALB",2015,0.57434445116428
"ALB",2016,0.584213155783249
"ALB",2017,0.593829677082043
"ALB",2018,0.603188835191829
"ALB",2019,0.612287250189557
"ALB",2020,0.621121985673857
"ALB",2021,0.629691144130475
"ALB",2022,0.637993375280838
"ALB",2023,0.646028063939666
"ALB",2024,0.65379502727116
"ALB",2025,0.66129497467248
"ALB",2026,0.668528883023213
"ALB",2027,0.67549797089005
"ALB",2028,0.682204470214998
"ALB",2029,0.688649713185437
"ALB",2030,0.694835957631692
"ALB",2031,0.700766155805051
"ALB",2032,0.706441935360196
"ALB",2033,0.711866221690789
"ALB",2034,0.717040234484587
"ALB",2035,0.72196593898498
"ALB",2036,0.726643815719871
"ALB",2037,0.731072665275154
"ALB",2038,0.735244909060146
"ALB",2039,0.73938844751649
"ALB",2040,0.743489543807433
"ALB",2041,0.747548042958436
"ALB",2042,0.751564143438804
"ALB",2043,0.75553668071156
"ALB",2044,0.759466661468576
"ALB",2045,0.763352734470767
"ALB",2046,0.767195498381706
"ALB",2047,0.770994500748293
"ALB",2048,0.774749748072257
"ALB",2049,0.778461357193486
"ALB",2050,0.782128712704015
"AND",1950,0.387992253066494
"AND",1951,0.407086261025564
"AND",1952,0.426521319166552
"AND",1953,0.446026700572155
"AND",1954,0.465806451612903
"AND",1955,0.485701906412478
"AND",1956,0.505656221844028
"AND",1957,0.525466184247147
"AND",1958,0.54532931554025
"AND",1959,0.564970395263242
"AND",1960,0.584520170009694
"AND",1961,0.609808695652174
"AND",1962,0.634612882238126
"AND",1963,0.658725322934438
"AND",1964,0.682065372946362
"AND",1965,0.704458461372581
"AND",1966,0.725912353030997
"AND",1967,0.746411022256479
"AND",1968,0.765874828688899
"AND",1969,0.784239743256137
"AND",1970,0.801532377656945
"AND",1971,0.817794123400759
"AND",1972,0.832998661311914
"AND",1973,0.847159251912723
"AND",1974,0.860331978319783
"AND",1975,0.872528904087282
"AND",1976,0.883815338137647
"AND",1977,0.894205242439962
"AND",1978,0.903785161691911
"AND",1979,0.91257395599977
"AND",1980,0.920647683477972
"AND",1981,0.928
"AND",1982,0.934729252952907
"AND",1983,0.94088139574718
"AND",1984,0.946494637755819
"AND",1985,0.951591928251121
"AND",1986,0.953242900444999
"AND",1987,0.951790320916314
"AND",1988,0.950271642146171
"AND",1989,0.94871110433191
"AND",1990,0.94712799721147
"AND",1991,0.94529830071818
"AND",1992,0.943231218584431
"AND",1993,0.941103147397943
"AND",1994,0.938893054868612
"AND",1995,0.936617071260767
"AND",1996,0.934244872591672
"AND",1997,0.931801576320985
"AND",1998,0.929266315362789
"AND",1999,0.926658381233494
"AND",2000,0.92394861599633
"AND",2001,0.920568450126966
"AND",2002,0.916415651900812
"AND",2003,0.912068541444618
"AND",2004,0.907507475998111
"AND",2005,0.902849100384191
"AND",2006,0.898062747712709
"AND",2007,0.893085640337191
"AND",2008,0.890044239873123
"AND",2009,0.889121735218205
"AND",2010,0.888192873805492
"AND",2011,0.887261047629282
"AND",2012,0.886317040919072
"AND",2013,0.885366638609695
"AND",2014,0.884414879517312
"AND",2015,0.883443997231266
"AND",2016,0.882480816759618
"AND",2017,0.881504580003898
"AND",2018,0.880615440593609
"AND",2019,0.8798396304754
"AND",2020,0.879158893034826
"AND",2021,0.878578083751747
"AND",2022,0.878101095720488
"AND",2023,0.877736355310174
"AND",2024,0.877474275264331
"AND",2025,0.877312761170042
"AND",2026,0.877258079011902
"AND",2027,0.87731336009542
"AND",2028,0.877481194817843
"AND",2029,0.877742063542881
"AND",2030,0.878125239910945
"AND",2031,0.878598823830222
"AND",2032,0.879183485769761
"AND",2033,0.879860100584616
"AND",2034,0.880645943084557
"AND",2035,0.881533323134975
"AND",2036,0.88250133781821
"AND",2037,0.88357935224219
"AND",2038,0.884742698546075
"AND",2039,0.886004888232598
"AND",2040,0.887345639719924
"AND",2041,0.888774275708373
"AND",2042,0.890274981523484
"AND",2043,0.891857425237518
"AND",2044,0.893423891534425
"AND",2045,0.894968352407135
"AND",2046,0.89648987957981
"AND",2047,0.897986956298465
"AND",2048,0.899477369857371
"AND",2049,0.900937427368747
"AND",2050,0.902392889994429
"ARE",1950,0.544993389664885
"ARE",1951,0.565730837789661
"ARE",1952,0.586261818918958
"ARE",1953,0.606429849924274
"ARE",1954,0.626288255296887
"ARE",1955,0.645718665962955
"ARE",1956,0.664699689037976
"ARE",1957,0.683127076611932
"ARE",1958,0.701013493537057
"ARE",1959,0.718310020374991
"ARE",1960,0.735000107951724
"ARE",1961,0.743831496468074
"ARE",1962,0.752480617398108
"ARE",1963,0.760930506665817
"ARE",1964,0.769196341560251
"ARE",1965,0.777230949309001
"ARE",1966,0.785077361182944
"ARE",1967,0.792721528279394
"ARE",1968,0.798001026234484
"ARE",1969,0.797998233735649
"ARE",1970,0.797999142246889
"ARE",1971,0.798000774726694
"ARE",1972,0.797998557518933
"ARE",1973,0.79800037263265
"ARE",1974,0.797998998650724
"ARE",1975,0.798000808191599
"ARE",1976,0.79902557103176
"ARE",1977,0.801064539370179
"ARE",1978,0.803088721543375
"ARE",1979,0.805098525272047
"ARE",1980,0.807095082042702
"ARE",1981,0.806830225711482
"ARE",1982,0.80465976486808
"ARE",1983,0.802470751600083
"ARE",1984,0.800259845063778
"ARE",1985,0.798037025215449
"ARE",1986,0.796240094877253
"ARE",1987,0.794818794939252
"ARE",1988,0.793388769145013
"ARE",1989,0.79195555006341
"ARE",1990,0.790512607960331
"ARE",1991,0.789062174813936
"ARE",1992,0.787602455431917
"ARE",1993,0.786139380856707
"ARE",1994,0.784667404708063
"ARE",1995,0.783187412713062
"ARE",1996,0.784929716610528
"ARE",1997,0.789384483761171
"ARE",1998,0.79377727353606
"ARE",1999,0.7981016424143
"ARE",2000,0.802363923072656
"ARE",2001,0.806546659803634
"ARE",2002,0.810667215627595
"ARE",2003,0.814720310256841
"ARE",2004,0.818711225801023
"ARE",2005,0.822624521733738
"ARE",2006,0.826476259587885
"ARE",2007,0.830225078577058
"ARE",2008,0.833872669480401
"ARE",2009,0.837421327083023
"ARE",2010,0.840872774246967
"ARE",2011,0.844229127209937
"ARE",2012,0.847492369208623
"ARE",2013,0.850664476487085
"ARE",2014,0.853747276858982
"ARE",2015,0.856742873459932
"ARE",2016,0.859653133270303
"ARE",2017,0.862479887278335
"ARE",2018,0.865224912134895
"ARE",2019,0.867890273255108
"ARE",2020,0.870477531725222
"ARE",2021,0.872988612101721
"ARE",2022,0.875425094768629
"ARE",2023,0.877788610217798
"ARE",2024,0.880080884296178
"ARE",2025,0.882303284998295
"ARE",2026,0.884457432238809
"ARE",2027,0.886544675296743
"ARE",2028,0.888566267003065
"ARE",2029,0.890523338694976
"ARE",2030,0.892416708044694
"ARE",2031,0.89424702846928
"ARE",2032,0.896013351785783
"ARE",2033,0.897756217897392
"ARE",2034,0.899473078013535
"ARE",2035,0.901164328289815
"ARE",2036,0.902830110207547
"ARE",2037,0.904470916239021
"ARE",2038,0.906086819836
"ARE",2039,0.907678206815041
"ARE",2040,0.909245287238416
"ARE",2041,0.910788429418807
"ARE",2042,0.912307812577869
"ARE",2043,0.913803858016657
"ARE",2044,0.915276639439219
"ARE",2045,0.916726648719083
"ARE",2046,0.918153980598811
"ARE",2047,0.919559033918167
"ARE",2048,0.920942072623177
"ARE",2049,0.922303288035077
"ARE",2050,0.923643002631205
"ARG",1950,0.653386965713092
"ARG",1951,0.662206997948836
"ARG",1952,0.670927493057241
"ARG",1953,0.67950834469646
"ARG",1954,0.687981083196077
"ARG",1955,0.696329920748451
"ARG",1956,0.704562518988792
"ARG",1957,0.712641959430018
"ARG",1958,0.720598929705063
"ARG",1959,0.72841953212859
"ARG",1960,0.736111876987692
"ARG",1961,0.742174240088938
"ARG",1962,0.747672010508237
"ARG",1963,0.753091550025345
"ARG",1964,0.758439594115477
"ARG",1965,0.763693809604373
"ARG",1966,0.768875613988001
"ARG",1967,0.773977406357339
"ARG",1968,0.779005822465988
"ARG",1969,0.783940108075125
"ARG",1970,0.788800702855681
"ARG",1971,0.793208929708605
"ARG",1972,0.797432823672437
"ARG",1973,0.80158065231059
"ARG",1974,0.80566983821018
"ARG",1975,0.809694757446923
"ARG",1976,0.813661038770333
"ARG",1977,0.817552611160603
"ARG",1978,0.821385979139548
"ARG",1979,0.825156060058659
"ARG",1980,0.828868171679899
"ARG",1981,0.833130110382224
"ARG",1982,0.83758525517722
"ARG",1983,0.841944036304108
"ARG",1984,0.846213102384874
"ARG",1985,0.850376008805617
"ARG",1986,0.854451162261931
"ARG",1987,0.858433791764556
"ARG",1988,0.862330309018092
"ARG",1989,0.866125967930198
"ARG",1990,0.869837794917949
"ARG",1991,0.873277417869141
"ARG",1992,0.87541716868244
"ARG",1993,0.87752012061124
"ARG",1994,0.879595255701881
"ARG",1995,0.881640005287641
"ARG",1996,0.883657368804158
"ARG",1997,0.885639377541461
"ARG",1998,0.887594584012456
"ARG",1999,0.889520560811009
"ARG",2000,0.891420138653893
"ARG",2001,0.893285882882379
"ARG",2002,0.895096144380337
"ARG",2003,0.896860844442297
"ARG",2004,0.898601595054995
"ARG",2005,0.90031152504728
"ARG",2006,0.901998109653734
"ARG",2007,0.903659183896493
"ARG",2008,0.905297306704663
"ARG",2009,0.906906048904093
"ARG",2010,0.908492379260967
"ARG",2011,0.909895073992461
"ARG",2012,0.911205022317762
"ARG",2013,0.912494227481595
"ARG",2014,0.913768232692589
"ARG",2015,0.915025404923538
"ARG",2016,0.916267635298123
"ARG",2017,0.917489990804598
"ARG",2018,0.918704646419296
"ARG",2019,0.919909703787529
"ARG",2020,0.921105020415224
"ARG",2021,0.922290458340914
"ARG",2022,0.923465871220114
"ARG",2023,0.92463109399829
"ARG",2024,0.925786025999667
"ARG",2025,0.926930484121669
"ARG",2026,0.928064390302122
"ARG",2027,0.929187591593256
"ARG",2028,0.930299974488616
"ARG",2029,0.931401414375994
"ARG",2030,0.932491832562886
"ARG",2031,0.933571085071558
"ARG",2032,0.934639079597258
"ARG",2033,0.935695699301137
"ARG",2034,0.936740862369244
"ARG",2035,0.937774456974018
"ARG",2036,0.9387963458496
"ARG",2037,0.939806460353403
"ARG",2038,0.940804676079132
"ARG",2039,0.941790830056689
"ARG",2040,0.942764777070426
"ARG",2041,0.943726313183715
"ARG",2042,0.944675127731727
"ARG",2043,0.945610545373975
"ARG",2044,0.946531782062094
"ARG",2045,0.94743828381546
"ARG",2046,0.948330246489903
"ARG",2047,0.949207896459759
"ARG",2048,0.950071405488753
"ARG",2049,0.950921005983637
"ARG",2050,0.951756889897974
"ARM",1950,0.40338748882535
"ARM",1951,0.414460239443306
"ARM",1952,0.425636476962171
"ARM",1953,0.436857475996015
"ARM",1954,0.448159181973432
"ARM",1955,0.459514360363414
"ARM",1956,0.470928234294484
"ARM",1957,0.482340243491754
"ARM",1958,0.493787368002005
"ARM",1959,0.50399990707538
"ARM",1960,0.512752118327535
"ARM",1961,0.521471899689466
"ARM",1962,0.53019119931765
"ARM",1963,0.538891736760406
"ARM",1964,0.547580463944489
"ARM",1965,0.55621675056844
"ARM",1966,0.564831058979425
"ARM",1967,0.57340654022617
"ARM",1968,0.581949407364835
"ARM",1969,0.590420333546494
"ARM",1970,0.598643995303091
"ARM",1971,0.606570452748496
"ARM",1972,0.614451549226481
"ARM",1973,0.622251851513263
"ARM",1974,0.630000140604028
"ARM",1975,0.636113510618807
"ARM",1976,0.642192167094238
"ARM",1977,0.648208331875754
"ARM",1978,0.654186229382624
"ARM",1979,0.658392872662634
"ARM",1980,0.660495633358938
"ARM",1981,0.662586099770909
"ARM",1982,0.664673358620729
"ARM",1983,0.666754153191169
"ARM",1984,0.668831064084283
"ARM",1985,0.670895865776761
"ARM",1986,0.672957170685231
"ARM",1987,0.675011631134011
"ARM",1988,0.677062280951798
"ARM",1989,0.67690032063055
"ARM",1990,0.674207675447584
"ARM",1991,0.671503410169486
"ARM",1992,0.668783929406502
"ARM",1993,0.666060578668835
"ARM",1994,0.663322329352004
"ARM",1995,0.660573230946539
"ARM",1996,0.657809208024077
"ARM",1997,0.655042344831901
"ARM",1998,0.652260892390478
"ARM",1999,0.649469070581353
"ARM",2000,0.646663330714089
"ARM",2001,0.643854844287538
"ARM",2002,0.642358985819229
"ARM",2003,0.641368265554512
"ARM",2004,0.640375030160514
"ARM",2005,0.639383227019189
"ARM",2006,0.638388710495183
"ARM",2007,0.637393217176897
"ARM",2008,0.636395114537415
"ARM",2009,0.635398520520781
"ARM",2010,0.634399618254683
"ARM",2011,0.633399302610499
"ARM",2012,0.632396366036277
"ARM",2013,0.631638263437231
"ARM",2014,0.631121181465959
"ARM",2015,0.630847631944325
"ARM",2016,0.630817118068282
"ARM",2017,0.631030046579877
"ARM",2018,0.631486371530855
"ARM",2019,0.632185176180387
"ARM",2020,0.633125972588364
"ARM",2021,0.634308000424498
"ARM",2022,0.635729734712112
"ARM",2023,0.637390024187109
"ARM",2024,0.639286513141432
"ARM",2025,0.641417067377325
"ARM",2026,0.643779678344414
"ARM",2027,0.646371176802108
"ARM",2028,0.649187967607732
"ARM",2029,0.652226905692956
"ARM",2030,0.655483491965332
"ARM",2031,0.658952738873665
"ARM",2032,0.662629998264269
"ARM",2033,0.666509119419542
"ARM",2034,0.670582825756079
"ARM",2035,0.674843256633463
"ARM",2036,0.67928118955631
"ARM",2037,0.683884330170382
"ARM",2038,0.688631143298382
"ARM",2039,0.693354452757075
"ARM",2040,0.698037431889523
"ARM",2041,0.70267941207053
"ARM",2042,0.7072800933579
"ARM",2043,0.711838884198735
"ARM",2044,0.716355001655193
"ARM",2045,0.720828338671021
"ARM",2046,0.725257914350421
"ARM",2047,0.729643813260698
"ARM",2048,0.733985097709658
"ARM",2049,0.738281940858123
"ARM",2050,0.742533471793033
"ASM",1950,0.617687434002112
"ASM",1951,0.622253316749585
"ASM",1952,0.626765609007165
"ASM",1953,0.63124460029476
"ASM",1954,0.635764610471894
"ASM",1955,0.640188813318445
"ASM",1956,0.644616324038266
"ASM",1957,0.649045821002143
"ASM",1958,0.653402714008775
"ASM",1959,0.657798723016114
"ASM",1960,0.66211962224554
"ASM",1961,0.6664063262716
"ASM",1962,0.670691859639153
"ASM",1963,0.67493830545654
"ASM",1964,0.679134725526478
"ASM",1965,0.683333333333333
"ASM",1966,0.687512848978249
"ASM",1967,0.691630832935181
"ASM",1968,0.695731118408345
"ASM",1969,0.699782069587435
"ASM",1970,0.703832624945039
"ASM",1971,0.707837799111621
"ASM",1972,0.7118138424821
"ASM",1973,0.715757909974495
"ASM",1974,0.719682582745524
"ASM",1975,0.723540024054524
"ASM",1976,0.727383661488737
"ASM",1977,0.731206621264948
"ASM",1978,0.734968812295029
"ASM",1979,0.738704890600827
"ASM",1980,0.743291123640509
"ASM",1981,0.750425462036844
"ASM",1982,0.757441418619379
"ASM",1983,0.764297566371681
"ASM",1984,0.771041180216515
"ASM",1985,0.777630539486761
"ASM",1986,0.784068369370914
"ASM",1987,0.790388692579505
"ASM",1988,0.796603627942879
"ASM",1989,0.802623209703244
"ASM",1990,0.80947319188741
"ASM",1991,0.818852713178295
"ASM",1992,0.827899098663118
"ASM",1993,0.836533911671924
"ASM",1994,0.844854545103565
"ASM",1995,0.85280320798971
"ASM",1996,0.860427599250867
"ASM",1997,0.867712637192625
"ASM",1998,0.874671293894564
"ASM",1999,0.881310551347543
"ASM",2000,0.885867770031814
"ASM",2001,0.884916201117318
"ASM",2002,0.883945446186852
"ASM",2003,0.882960908029839
"ASM",2004,0.881985691144708
"ASM",2005,0.88100071044352
"ASM",2006,0.88
"ASM",2007,0.879004542078994
"ASM",2008,0.877994038225495
"ASM",2009,0.876963024881285
"ASM",2010,0.875945863364308
"ASM",2011,0.875018076644975
"ASM",2012,0.874198804997284
"ASM",2013,0.873487985245991
"ASM",2014,0.872882731749554
"ASM",2015,0.872373372706484
"ASM",2016,0.871976114678322
"ASM",2017,0.871695332578494
"ASM",2018,0.871531457102319
"ASM",2019,0.871480610834963
"ASM",2020,0.87152099499991
"ASM",2021,0.871697168106764
"ASM",2022,0.871962867089173
"ASM",2023,0.872354450224471
"ASM",2024,0.872836171044681
"ASM",2025,0.873444204106237
"ASM",2026,0.874160005658909
"ASM",2027,0.874969130358088
"ASM",2028,0.875890704998505
"ASM",2029,0.876906069592377
"ASM",2030,0.878016343815073
"ASM",2031,0.879227306041252
"ASM",2032,0.880551301684533
"ASM",2033,0.881937454444483
"ASM",2034,0.883432608394514
"ASM",2035,0.88499032079646
"ASM",2036,0.886646525679758
"ASM",2037,0.888277503708559
"ASM",2038,0.889889113077069
"ASM",2039,0.891476077132705
"ASM",2040,0.893042037688963
"ASM",2041,0.894595948256507
"ASM",2042,0.896130170148015
"ASM",2043,0.8976414767611
"ASM",2044,0.899132697311362
"ASM",2045,0.900601467162674
"ASM",2046,0.902048923269914
"ASM",2047,0.903488392404842
"ASM",2048,0.904893684099905
"ASM",2049,0.906301052224779
"ASM",2050,0.907662220969362
"ATG",1950,0.300650065870462
"ATG",1951,0.309996898583687
"ATG",1952,0.319506390127803
"ATG",1953,0.329152198509617
"ATG",1954,0.338951884768618
"ATG",1955,0.348885570070136
"ATG",1956,0.358985398727069
"ATG",1957,0.369163044689624
"ATG",1958,0.379473092310245
"ATG",1959,0.389916304228647
"ATG",1960,0.396555774408645
"ATG",1961,0.390406811057281
"ATG",1962,0.38427481450371
"ATG",1963,0.378169279857275
"ATG",1964,0.37210200927357
"ATG",1965,0.366101248745496
"ATG",1966,0.360125042298458
"ATG",1967,0.354182449494949
"ATG",1968,0.348279328744877
"ATG",1969,0.342451828250645
"ATG",1970,0.33819189841724
"ATG",1971,0.3389745996363
"ATG",1972,0.339771018850468
"ATG",1973,0.340578882767676
"ATG",1974,0.341375320974068
"ATG",1975,0.342177659232778
"ATG",1976,0.342975721103963
"ATG",1977,0.343766723842196
"ATG",1978,0.344580219300638
"ATG",1979,0.34537863126972
"ATG",1980,0.34617793633071
"ATG",1981,0.346987654996852
"ATG",1982,0.347794280035336
"ATG",1983,0.348595039015062
"ATG",1984,0.349409685401202
"ATG",1985,0.350204923905878
"ATG",1986,0.351015128834891
"ATG",1987,0.351831380352274
"ATG",1988,0.352635032360047
"ATG",1989,0.353445299953472
"ATG",1990,0.354264123785534
"ATG",1991,0.354643647763234
"ATG",1992,0.350855656392944
"ATG",1993,0.347093139637965
"ATG",1994,0.343339979642772
"ATG",1995,0.339613415015146
"ATG",1996,0.335894113291374
"ATG",1997,0.332214203938821
"ATG",1998,0.328549423300898
"ATG",1999,0.324901321015263
"ATG",2000,0.321269620980092
"ATG",2001,0.31739892072375
"ATG",2002,0.310979992117404
"ATG",2003,0.304640692839059
"ATG",2004,0.29836726831866
"ATG",2005,0.292180654991989
"ATG",2006,0.2860654920765
"ATG",2007,0.280025388209803
"ATG",2008,0.274054369687926
"ATG",2009,0.268174095168891
"ATG",2010,0.262378381804545
"ATG",2011,0.257033608792403
"ATG",2012,0.255256930882338
"ATG",2013,0.253496074582924
"ATG",2014,0.251742098609355
"ATG",2015,0.250002501926483
"ATG",2016,0.248457355664947
"ATG",2017,0.247127788887582
"ATG",2018,0.245997088791849
"ATG",2019,0.245061680950002
